stark,star1,star2,star3,totexpk,treadssk,tmathssk,totexp1,treadss1,tmathss1,totexp2,treadss2,tmathss2,treadss3,tmathss3,totexp3,schidkn,schid1n,schid2n,schid3n,tscorek,tscore1,tscore2,tscore3,sck,sc1,sc2,sc3,rak,ra1,ra2,ra3,white,black,other,boy,freelunk,freelun1,freelun2,freelun3
1.0,2.0,2.0,2.0,14.0,,,,,,,,,,,,42.0,,,,,,,,0.0,,,,0.0,,,,1.0,0.0,0.0,0.0,0.0,,,
1.0,1.0,1.0,1.0,8.0,410.0,478.0,10.0,553.0,526.0,4.0,604.0,557.0,602.0,629.0,4.0,61.0,61.0,61.0,61.0,888.0,1079.0,1161.0,1231.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,2.0,1.0,1.0,,,,,,,12.0,,,529.0,540.0,0.0,,,1.0,1.0,,,,1069.0,,,0.0,1.0,,,0.0,0.0,1.0,0.0,0.0,0.0,,,1.0,0.0
2.0,1.0,1.0,1.0,,,,13.0,533.0,535.0,17.0,608.0,563.0,608.0,597.0,14.0,,51.0,51.0,51.0,,1068.0,1171.0,1205.0,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,1.0,0.0,1.0,,1.0,1.0,1.0
2.0,2.0,2.0,1.0,,,,,,,,,,600.0,691.0,23.0,,,,63.0,,,,1291.0,,,,0.0,,,,0.0,1.0,0.0,0.0,1.0,,,,1.0
2.0,1.0,1.0,1.0,,,,1.0,536.0,542.0,1.0,586.0,607.0,631.0,659.0,11.0,,45.0,45.0,45.0,,1078.0,1193.0,1290.0,,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,1.0,1.0,1.0
2.0,1.0,2.0,2.0,,,,20.0,512.0,479.0,,,,,,,,37.0,,,,991.0,,,,0.0,,,,0.0,,,0.0,1.0,0.0,1.0,,1.0,,
2.0,2.0,2.0,1.0,,,,,,,,,,622.0,610.0,12.0,,,,63.0,,,,1232.0,,,,1.0,,,,0.0,1.0,0.0,0.0,0.0,,,,0.0
1.0,2.0,2.0,2.0,10.0,418.0,444.0,,,,,,,,,,72.0,,,,862.0,,,,0.0,,,,1.0,,,,1.0,0.0,0.0,1.0,1.0,,,
1.0,1.0,1.0,1.0,3.0,408.0,459.0,1.0,472.0,500.0,8.0,564.0,572.0,570.0,573.0,18.0,45.0,45.0,45.0,45.0,867.0,972.0,1136.0,1143.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,8.0,397.0,500.0,13.0,516.0,529.0,18.0,571.0,568.0,608.0,629.0,13.0,78.0,78.0,78.0,78.0,897.0,1045.0,1139.0,1237.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,1.0,1.0,1.0,,,,10.0,499.0,535.0,17.0,573.0,587.0,593.0,618.0,38.0,,9.0,9.0,9.0,,1034.0,1160.0,1211.0,,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,1.0,1.0,1.0
1.0,2.0,2.0,2.0,14.0,439.0,444.0,,,,,,,,,,42.0,,,,883.0,,,,0.0,,,,0.0,,,,1.0,0.0,0.0,1.0,0.0,,,
2.0,1.0,1.0,2.0,,,,19.0,474.0,468.0,19.0,562.0,543.0,,,,,46.0,46.0,,,942.0,1105.0,,,0.0,0.0,,,0.0,0.0,,0.0,1.0,0.0,1.0,,1.0,1.0,
1.0,2.0,1.0,1.0,24.0,430.0,513.0,,,,12.0,544.0,561.0,572.0,524.0,7.0,44.0,,44.0,44.0,943.0,,1105.0,1096.0,0.0,,1.0,1.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,1.0,1.0
1.0,1.0,1.0,1.0,2.0,430.0,513.0,31.0,487.0,557.0,1.0,582.0,632.0,624.0,624.0,12.0,71.0,71.0,71.0,71.0,943.0,1044.0,1214.0,1248.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,,0.0
2.0,1.0,1.0,1.0,,,,17.0,490.0,529.0,28.0,568.0,620.0,,,1.0,,48.0,48.0,48.0,,1019.0,1188.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,1.0,,0.0
2.0,1.0,1.0,1.0,,,,5.0,,472.0,35.0,555.0,525.0,560.0,573.0,14.0,,27.0,27.0,27.0,,,1080.0,1133.0,,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,1.0,1.0,1.0
1.0,1.0,1.0,1.0,13.0,428.0,434.0,1.0,475.0,477.0,8.0,544.0,531.0,,,15.0,51.0,51.0,51.0,51.0,862.0,952.0,1075.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,11.0,455.0,536.0,4.0,629.0,578.0,16.0,684.0,674.0,644.0,667.0,9.0,51.0,51.0,51.0,51.0,991.0,1207.0,1358.0,1311.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,8.0,451.0,444.0,8.0,558.0,518.0,13.0,579.0,574.0,608.0,622.0,13.0,66.0,66.0,66.0,66.0,895.0,1076.0,1153.0,1230.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,2.0,2.0,2.0,5.0,413.0,429.0,,,,,,,,,,24.0,,,,842.0,,,,1.0,,,,0.0,,,,0.0,1.0,0.0,1.0,1.0,,,
2.0,2.0,1.0,1.0,,,,,,,13.0,577.0,577.0,644.0,606.0,3.0,,,28.0,28.0,,,1154.0,1250.0,,,0.0,0.0,,,1.0,1.0,0.0,1.0,0.0,1.0,,,,1.0
1.0,2.0,2.0,2.0,10.0,437.0,559.0,,,,,,,,,,30.0,,,,996.0,,,,0.0,,,,0.0,,,,0.0,1.0,0.0,1.0,1.0,,,
2.0,2.0,1.0,2.0,,,,,,,6.0,596.0,674.0,,,,,,12.0,,,,1270.0,,,,0.0,,,,0.0,,1.0,0.0,0.0,0.0,,,1.0,
1.0,1.0,1.0,1.0,12.0,487.0,536.0,14.0,651.0,592.0,8.0,604.0,639.0,612.0,629.0,11.0,72.0,72.0,72.0,72.0,1023.0,1243.0,1243.0,1241.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,2.0,1.0,439.0,449.0,3.0,490.0,507.0,4.0,520.0,528.0,,,,20.0,20.0,20.0,,888.0,997.0,1048.0,,0.0,1.0,1.0,,1.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,
1.0,1.0,2.0,2.0,24.0,451.0,602.0,2.0,433.0,433.0,,,,,,,30.0,30.0,,,1053.0,866.0,,,0.0,0.0,,,1.0,0.0,,,0.0,1.0,0.0,0.0,1.0,1.0,,
1.0,1.0,1.0,1.0,5.0,431.0,468.0,7.0,472.0,507.0,6.0,520.0,572.0,570.0,599.0,5.0,33.0,33.0,33.0,33.0,899.0,979.0,1092.0,1169.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
1.0,2.0,2.0,2.0,24.0,456.0,547.0,,,,,,,,,,22.0,,,,1003.0,,,,0.0,,,,0.0,,,,0.0,1.0,0.0,0.0,1.0,,,
1.0,1.0,1.0,1.0,16.0,430.0,506.0,11.0,571.0,553.0,31.0,622.0,582.0,624.0,642.0,7.0,69.0,69.0,69.0,69.0,936.0,1124.0,1204.0,1266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
2.0,1.0,2.0,2.0,,,,9.0,474.0,484.0,,,,,,,,25.0,,,,958.0,,,,0.0,,,,1.0,,,1.0,0.0,0.0,1.0,,0.0,,
2.0,1.0,2.0,2.0,,,,8.0,,,,,,,,,,59.0,,,,,,,,0.0,,,,0.0,,,1.0,0.0,0.0,1.0,,1.0,,
2.0,2.0,1.0,1.0,,,,,,,31.0,627.0,699.0,665.0,700.0,7.0,,,69.0,69.0,,,1326.0,1365.0,,,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,0.0
2.0,1.0,1.0,1.0,,,,20.0,530.0,449.0,18.0,,,580.0,573.0,17.0,,35.0,35.0,35.0,,979.0,,1153.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,0.0,
1.0,1.0,1.0,1.0,6.0,470.0,576.0,1.0,544.0,601.0,5.0,627.0,659.0,644.0,651.0,12.0,68.0,68.0,68.0,68.0,1046.0,1145.0,1286.0,1295.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,2.0,1.0,1.0,,,,,,,33.0,618.0,632.0,610.0,634.0,2.0,,,4.0,4.0,,,1250.0,1244.0,,,0.0,0.0,,,1.0,1.0,1.0,0.0,0.0,0.0,,,1.0,1.0
1.0,1.0,1.0,1.0,2.0,434.0,520.0,25.0,527.0,578.0,4.0,573.0,626.0,661.0,667.0,29.0,16.0,16.0,16.0,16.0,954.0,1105.0,1199.0,1328.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,2.0,13.0,428.0,489.0,17.0,527.0,549.0,17.0,611.0,570.0,,,,79.0,79.0,79.0,,917.0,1076.0,1181.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,
1.0,1.0,1.0,1.0,10.0,476.0,520.0,10.0,571.0,627.0,13.0,659.0,615.0,661.0,672.0,30.0,1.0,1.0,1.0,1.0,996.0,1198.0,1274.0,1333.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,2.0,2.0,2.0,6.0,410.0,449.0,,,,,,,,,,16.0,,,,859.0,,,,0.0,,,,1.0,,,,0.0,1.0,0.0,0.0,1.0,,,
2.0,1.0,1.0,1.0,,,,1.0,519.0,497.0,27.0,557.0,515.0,620.0,597.0,23.0,,52.0,52.0,52.0,,1016.0,1072.0,1217.0,,0.0,1.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
2.0,2.0,2.0,1.0,,,,,,,,,,575.0,570.0,14.0,,,,44.0,,,,1145.0,,,,0.0,,,,0.0,0.0,1.0,0.0,1.0,,,,0.0
2.0,1.0,1.0,1.0,,,,13.0,,,20.0,,,665.0,636.0,8.0,,77.0,77.0,77.0,,,,1301.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,1.0,1.0,1.0
1.0,2.0,2.0,2.0,3.0,461.0,528.0,,,,,,,,,,44.0,,,,989.0,,,,1.0,,,,0.0,,,,1.0,0.0,0.0,1.0,1.0,,,
2.0,2.0,2.0,1.0,,,,,,,,,,629.0,629.0,5.0,,,,41.0,,,,1258.0,,,,1.0,,,,0.0,0.0,0.0,1.0,1.0,,,,0.0
2.0,2.0,2.0,1.0,,,,,,,,,,575.0,596.0,15.0,,,,2.0,,,,1171.0,,,,0.0,,,,0.0,1.0,0.0,0.0,1.0,,,,0.0
1.0,2.0,2.0,2.0,8.0,378.0,405.0,,,,,,,,,,70.0,,,,783.0,,,,1.0,,,,0.0,,,,1.0,0.0,0.0,0.0,1.0,,,
1.0,1.0,2.0,2.0,3.0,480.0,520.0,1.0,507.0,529.0,,,,,,,44.0,44.0,,,1000.0,1036.0,,,1.0,1.0,,,0.0,0.0,,,0.0,1.0,0.0,0.0,1.0,1.0,,
2.0,1.0,1.0,2.0,,,,1.0,463.0,505.0,12.0,,,,,,,22.0,22.0,,,968.0,,,,0.0,0.0,,,0.0,0.0,,0.0,1.0,0.0,1.0,,1.0,,
2.0,1.0,1.0,1.0,,,,12.0,,557.0,14.0,,,,659.0,1.0,,70.0,70.0,70.0,,,,,,1.0,1.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0
1.0,1.0,1.0,2.0,13.0,425.0,513.0,18.0,536.0,549.0,15.0,627.0,590.0,,,,76.0,77.0,77.0,,938.0,1085.0,1217.0,,0.0,0.0,0.0,,1.0,1.0,1.0,,1.0,0.0,0.0,0.0,1.0,1.0,1.0,
2.0,2.0,1.0,1.0,,,,,,,14.0,518.0,550.0,604.0,603.0,33.0,,,22.0,22.0,,,1068.0,1207.0,,,1.0,1.0,,,0.0,0.0,0.0,1.0,0.0,1.0,,,1.0,1.0
2.0,2.0,1.0,1.0,,,,,,,10.0,542.0,531.0,564.0,550.0,30.0,,,19.0,19.0,,,1073.0,1114.0,,,0.0,0.0,,,0.0,1.0,0.0,1.0,0.0,0.0,,,1.0,1.0
2.0,1.0,1.0,1.0,,,,23.0,604.0,578.0,8.0,622.0,639.0,633.0,667.0,16.0,,34.0,34.0,34.0,,1182.0,1261.0,1300.0,,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0
2.0,2.0,2.0,1.0,,,,,,,,,,600.0,577.0,9.0,,,,63.0,,,,1177.0,,,,0.0,,,,0.0,1.0,0.0,0.0,1.0,,,,1.0
2.0,1.0,1.0,1.0,,,,25.0,544.0,532.0,23.0,591.0,557.0,600.0,618.0,14.0,,23.0,17.0,17.0,,1076.0,1148.0,1218.0,,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,1.0,1.0,1.0
2.0,2.0,2.0,1.0,,,,,,,,,,525.0,531.0,16.0,,,,58.0,,,,1056.0,,,,0.0,,,,1.0,1.0,0.0,0.0,1.0,,,,0.0
2.0,1.0,2.0,2.0,,,,6.0,579.0,567.0,,,,,,,,51.0,,,,1146.0,,,,0.0,,,,1.0,,,1.0,0.0,0.0,1.0,,0.0,,
1.0,1.0,1.0,1.0,0.0,445.0,506.0,8.0,579.0,578.0,1.0,588.0,639.0,647.0,645.0,7.0,59.0,59.0,59.0,59.0,951.0,1157.0,1227.0,1292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,14.0,437.0,500.0,13.0,604.0,627.0,8.0,631.0,639.0,624.0,606.0,19.0,73.0,73.0,73.0,73.0,937.0,1231.0,1270.0,1230.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,2.0,8.0,424.0,478.0,13.0,494.0,578.0,18.0,,,,,,78.0,78.0,78.0,,902.0,1072.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,1.0,1.0,1.0,
2.0,2.0,2.0,1.0,,,,,,,,,,612.0,579.0,6.0,,,,56.0,,,,1191.0,,,,1.0,,,,0.0,0.0,1.0,0.0,0.0,,,,1.0
2.0,1.0,1.0,1.0,,,,7.0,426.0,505.0,8.0,500.0,518.0,,,8.0,,50.0,50.0,50.0,,931.0,1018.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,1.0,1.0
1.0,1.0,1.0,1.0,17.0,431.0,500.0,27.0,463.0,510.0,1.0,554.0,570.0,604.0,622.0,16.0,58.0,58.0,58.0,58.0,931.0,973.0,1124.0,1226.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1.0,1.0,1.0,1.0,1.0,450.0,528.0,0.0,544.0,553.0,20.0,669.0,632.0,657.0,672.0,28.0,76.0,77.0,77.0,77.0,978.0,1097.0,1301.0,1329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,1.0,1.0,,,,7.0,460.0,542.0,8.0,552.0,563.0,557.0,601.0,15.0,,51.0,51.0,51.0,,1002.0,1115.0,1158.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,1.0,1.0,1.0
1.0,1.0,2.0,2.0,13.0,439.0,536.0,3.0,,472.0,,,,,,,55.0,55.0,,,975.0,,,,0.0,0.0,,,0.0,1.0,,,1.0,0.0,0.0,1.0,0.0,0.0,,
2.0,2.0,2.0,1.0,,,,,,,,,,604.0,616.0,22.0,,,,58.0,,,,1220.0,,,,0.0,,,,0.0,1.0,0.0,0.0,0.0,,,,0.0
2.0,2.0,1.0,2.0,,,,,,,18.0,,,,,,,,25.0,,,,,,,,0.0,,,,1.0,,0.0,1.0,0.0,0.0,,,1.0,
2.0,2.0,2.0,1.0,,,,,,,,,,582.0,606.0,12.0,,,,80.0,,,,1188.0,,,,1.0,,,,0.0,1.0,0.0,0.0,1.0,,,,1.0
2.0,2.0,2.0,1.0,,,,,,,,,,622.0,651.0,24.0,,,,24.0,,,,1273.0,,,,1.0,,,,0.0,0.0,1.0,0.0,1.0,,,,0.0
1.0,1.0,1.0,1.0,5.0,424.0,576.0,16.0,553.0,584.0,18.0,627.0,632.0,661.0,726.0,12.0,79.0,79.0,79.0,79.0,1000.0,1137.0,1259.0,1387.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,0.0,427.0,473.0,7.0,472.0,484.0,18.0,577.0,554.0,585.0,601.0,21.0,7.0,7.0,7.0,7.0,900.0,956.0,1131.0,1186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,4.0,442.0,494.0,11.0,519.0,538.0,18.0,637.0,587.0,641.0,645.0,10.0,35.0,35.0,35.0,35.0,936.0,1057.0,1224.0,1286.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,1.0,1.0,1.0,,,,11.0,497.0,542.0,19.0,544.0,584.0,580.0,616.0,3.0,,57.0,57.0,57.0,,1039.0,1128.0,1196.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0
1.0,1.0,2.0,2.0,13.0,461.0,536.0,23.0,604.0,567.0,,,,,,,54.0,54.0,,,997.0,1171.0,,,0.0,1.0,,,0.0,0.0,,,1.0,0.0,0.0,1.0,0.0,0.0,,
1.0,1.0,1.0,2.0,15.0,436.0,513.0,23.0,478.0,477.0,10.0,584.0,556.0,,,,21.0,21.0,21.0,,949.0,955.0,1140.0,,0.0,0.0,0.0,,1.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,
2.0,2.0,1.0,2.0,,,,,,,2.0,530.0,497.0,,,,,,19.0,,,,1027.0,,,,0.0,,,,1.0,,0.0,1.0,0.0,1.0,,,1.0,
2.0,2.0,1.0,1.0,,,,,,,13.0,604.0,596.0,644.0,639.0,30.0,,,1.0,1.0,,,1200.0,1283.0,,,0.0,0.0,,,1.0,1.0,1.0,0.0,0.0,1.0,,,1.0,1.0
1.0,1.0,1.0,1.0,4.0,448.0,489.0,10.0,530.0,601.0,26.0,637.0,611.0,661.0,663.0,17.0,62.0,62.0,62.0,62.0,937.0,1131.0,1248.0,1324.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
2.0,1.0,1.0,1.0,,,,7.0,453.0,505.0,9.0,,494.0,,,15.0,,51.0,51.0,51.0,,958.0,,,,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,,1.0,1.0,1.0
1.0,1.0,1.0,1.0,8.0,465.0,536.0,10.0,651.0,592.0,19.0,659.0,632.0,675.0,659.0,16.0,9.0,9.0,9.0,9.0,1001.0,1243.0,1291.0,1334.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,15.0,497.0,484.0,11.0,651.0,584.0,14.0,599.0,620.0,686.0,684.0,10.0,55.0,55.0,55.0,55.0,981.0,1235.0,1219.0,1370.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.0,2.0,2.0,2.0,11.0,425.0,506.0,,,,,,,,,,61.0,,,,931.0,,,,1.0,,,,0.0,,,,1.0,0.0,0.0,0.0,0.0,,,
1.0,2.0,2.0,2.0,5.0,,,,,,,,,,,,37.0,,,,,,,,0.0,,,,0.0,,,,1.0,0.0,0.0,1.0,0.0,,,
2.0,1.0,1.0,1.0,,,,9.0,492.0,520.0,2.0,555.0,554.0,569.0,559.0,19.0,,68.0,68.0,68.0,,1012.0,1109.0,1128.0,,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,1.0,1.0,1.0
2.0,1.0,1.0,2.0,,,,8.0,509.0,592.0,10.0,562.0,639.0,,,,,72.0,72.0,,,1101.0,1201.0,,,0.0,0.0,,,0.0,0.0,,1.0,0.0,0.0,0.0,,1.0,1.0,
2.0,2.0,1.0,2.0,,,,,,,15.0,,,,,,,,9.0,,,,,,,,0.0,,,,0.0,,0.0,1.0,0.0,1.0,,,1.0,
1.0,1.0,1.0,1.0,8.0,442.0,444.0,11.0,527.0,520.0,6.0,586.0,554.0,631.0,596.0,7.0,57.0,57.0,57.0,57.0,886.0,1047.0,1140.0,1227.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2.0,2.0,2.0,1.0,,,,,,,,,,647.0,645.0,5.0,,,,66.0,,,,1292.0,,,,1.0,,,,0.0,1.0,0.0,0.0,1.0,,,,0.0
1.0,1.0,1.0,2.0,0.0,407.0,444.0,27.0,428.0,472.0,2.0,494.0,490.0,,,,19.0,19.0,19.0,,851.0,900.0,984.0,,0.0,0.0,0.0,,1.0,1.0,1.0,,0.0,1.0,0.0,1.0,1.0,1.0,1.0,
1.0,1.0,1.0,1.0,12.0,425.0,513.0,13.0,494.0,584.0,9.0,573.0,615.0,641.0,655.0,15.0,52.0,52.0,52.0,52.0,938.0,1078.0,1188.0,1296.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,2.0,2.0,16.0,434.0,434.0,3.0,497.0,505.0,,,,,,,22.0,22.0,,,868.0,1002.0,,,0.0,1.0,,,1.0,0.0,,,0.0,1.0,0.0,1.0,1.0,1.0,,
2.0,1.0,2.0,2.0,,,,23.0,564.0,512.0,,,,,,,,21.0,,,,1076.0,,,,0.0,,,,0.0,,,1.0,0.0,0.0,1.0,,1.0,,
1.0,1.0,1.0,1.0,5.0,532.0,547.0,9.0,604.0,592.0,3.0,637.0,611.0,675.0,659.0,19.0,58.0,58.0,58.0,58.0,1079.0,1196.0,1248.0,1334.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,1.0,1.0,13.0,427.0,478.0,9.0,530.0,584.0,19.0,622.0,632.0,641.0,642.0,11.0,74.0,74.0,74.0,74.0,905.0,1114.0,1254.0,1283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,2.0,2.0,3.0,403.0,473.0,13.0,579.0,553.0,,,,,,,78.0,78.0,,,876.0,1132.0,,,0.0,0.0,,,1.0,0.0,,,1.0,0.0,0.0,1.0,0.0,0.0,,
2.0,1.0,2.0,2.0,,,,32.0,548.0,553.0,,,,,,,,20.0,,,,1101.0,,,,1.0,,,,0.0,,,0.0,1.0,0.0,0.0,,1.0,,
1.0,1.0,1.0,1.0,14.0,,,11.0,540.0,601.0,12.0,602.0,603.0,631.0,655.0,29.0,36.0,36.0,36.0,36.0,,1141.0,1205.0,1286.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,1.0,1.0,2.0,,,,17.0,,549.0,26.0,,,,,,,70.0,70.0,,,,,,,0.0,0.0,,,1.0,1.0,,1.0,0.0,0.0,0.0,,1.0,1.0,
2.0,2.0,1.0,1.0,,,,,,,21.0,530.0,587.0,582.0,614.0,32.0,,,51.0,51.0,,,1117.0,1196.0,,,0.0,0.0,,,1.0,1.0,1.0,0.0,0.0,0.0,,,0.0,0.0
2.0,2.0,2.0,1.0,,,,,,,,,,569.0,579.0,22.0,,,,24.0,,,,1148.0,,,,0.0,,,,1.0,0.0,1.0,0.0,0.0,,,,0.0
2.0,1.0,1.0,1.0,,,,0.0,558.0,538.0,16.0,599.0,582.0,610.0,634.0,1.0,,77.0,77.0,77.0,,1096.0,1181.0,1244.0,,0.0,0.0,0.0,,1.0,1.0,1.0,1.0,0.0,0.0,1.0,,0.0,0.0,0.0
1.0,2.0,2.0,2.0,2.0,451.0,559.0,,,,,,,,,,40.0,,,,1010.0,,,,0.0,,,,0.0,,,,1.0,0.0,0.0,0.0,1.0,,,
1.0,1.0,1.0,1.0,24.0,448.0,463.0,24.0,514.0,512.0,11.0,579.0,561.0,578.0,612.0,20.0,22.0,22.0,22.0,22.0,911.0,1026.0,1140.0,1190.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,2.0,1.0,1.0,,,,,,,8.0,526.0,538.0,597.0,588.0,18.0,,,44.0,44.0,,,1064.0,1185.0,,,0.0,0.0,,,1.0,1.0,1.0,0.0,0.0,1.0,,,1.0,1.0
1.0,1.0,2.0,2.0,4.0,427.0,484.0,2.0,468.0,490.0,,,,,,,40.0,40.0,,,911.0,958.0,,,1.0,1.0,,,0.0,0.0,,,1.0,0.0,0.0,1.0,1.0,1.0,,
1.0,1.0,1.0,1.0,12.0,418.0,439.0,13.0,482.0,502.0,16.0,566.0,577.0,592.0,593.0,10.0,8.0,8.0,8.0,8.0,857.0,984.0,1143.0,1185.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
1.0,2.0,2.0,2.0,0.0,390.0,418.0,,,,,,,,,,44.0,,,,808.0,,,,0.0,,,,1.0,,,,0.0,1.0,0.0,1.0,1.0,,,
2.0,1.0,1.0,1.0,,,,2.0,651.0,538.0,9.0,637.0,611.0,686.0,642.0,28.0,,20.0,20.0,20.0,,1189.0,1248.0,1328.0,,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,1.0,0.0,1.0,,1.0,1.0,1.0
1.0,1.0,1.0,1.0,13.0,421.0,528.0,13.0,533.0,549.0,6.0,593.0,582.0,597.0,631.0,8.0,76.0,77.0,77.0,77.0,949.0,1082.0,1175.0,1228.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
